2026-05-05 21:58:54 | ERROR    | agents.shared.marketdb | DB transaction rolled back: Empty table or column name specified
2026-05-05 22:45:08 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:08 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:08 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:08 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:08 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:09 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:10 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:10 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:10 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:10 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:10 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:10 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:11 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:11 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:11 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:11 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:11 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:11 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:11 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:11 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:11 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:11 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:11 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:11 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:12 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:12 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:12 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:12 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:12 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:12 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:12 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:12 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:13 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:13 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:13 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:13 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:13 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:13 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:13 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:13 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:13 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:13 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:13 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:13 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:14 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:14 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:14 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:14 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:14 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:14 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:15 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:15 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:15 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:15 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:15 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:15 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_activity has no column named symbol
2026-05-05 22:45:18 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:19 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:19 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:19 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:19 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:20 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:20 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:20 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:21 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:21 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:21 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:21 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:22 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:22 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:22 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:22 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:23 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:23 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table market_breadth has no column named symbol
2026-05-05 22:45:23 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:23 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:24 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:25 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:26 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:27 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:28 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
2026-05-05 22:45:29 | ERROR    | agents.shared.marketdb | DB transaction rolled back: table indices_data has no column named symbol
